Sim_MPH_1 Sim_MPH_2 Sim_MPH_3 Sim_MPH_4 Sim_MPH_5 Sim_MPH_6 Sim_MPH_7 Sim_MPH_8 Sim_MPH_9 Sim_MPH_10 Sim_MPH_11 Sim_MPH_12 Sim_MPH_13 Sim_MPH_14 Sim_MPH_15 Sim_MPH_16 Sim_MPH_17 Sim_MPH_18 Sim_MPH_19 Sim_MPH_20 Sim_MPH_21 Sim_MPH_22 Sim_MPH_23 Sim_MPH_24 Sim_MPH_25 Sim_MPH_26 Sim_MPH_27 Sim_MPH_28 Sim_MPH_29 Sim_MPH_30 Sim_MPH_31 Sim_MPH_32 Sim_MPH_33 Sim_MPH_34 Sim_MPH_35 Sim_MPH_36 Sim_MPH_37 Sim_MPH_38 Sim_MPH_39 Sim_MPH_40 Sim_MPH_41 Sim_MPH_42 Sim_MPH_43 Sim_MPH_44 Sim_MPH_45 Sim_MPH_46 Sim_MPH_47 Sim_MPH_48 Sim_MPH_49 Sim_MPH_50 Sim_MPH_51 Sim_MPH_52 Sim_MPH_53 Sim_MPH_54 Sim_MPH_55 Sim_MPH_56 Sim_MPH_57 Sim_MPH_58 Sim_MPH_59 Sim_MPH_60 Sim_MPH_61 Sim_MPH_62 Sim_MPH_63 Sim_MPH_64 Sim_MPH_65 Sim_MPH_66 Sim_MPH_67 Sim_MPH_68 Sim_MPH_69 Sim_MPH_70 Sim_MPH_71 Sim_MPH_72 Sim_MPH_73 Sim_MPH_74 Sim_MPH_75 Sim_MPH_76 Sim_MPH_77 Sim_MPH_78 Sim_MPH_79 Sim_MPH_80 Sim_MPH_81 Sim_MPH_82 Sim_MPH_83 Sim_MPH_84 Sim_MPH_85 Sim_MPH_86 Sim_MPH_87 Sim_MPH_88 Sim_MPH_89 Sim_MPH_90 Sim_MPH_91 Sim_MPH_92 Sim_MPH_93 Sim_MPH_94 Sim_MPH_95 Sim_MPH_96 Sim_MPH_97 Sim_MPH_98 Sim_MPH_99 Sim_MPH_100
F001_x_M001 0.333911717655417 0.262009034028156 -1.85181254139311 -0.107298331623831 1.08607396967032 0.747076150956757 0.647931922997731 0.146984685550182 0.97788707191308 -0.910258460306566 -0.574361006249117 1.05016892743765 -0.641034924957322 -0.0827413668068624 0.900734058499081 -0.0815663838004764 0.872720726196071 1.82793039499579 0.859325656748728 0.3929341626616 0.948898614963187 0.800575022889341 -0.808693918927964 -0.139354493513977 0.521350713853795 -0.639907547429808 0.810376091464433 0.719231271530477 0.12657930011765 -0.521713721216224 0.661525178079952 0.800566735516992 0.919720491006059 1.00118611009855 -0.778954511398056 0.115346211936691 1.89837625277907 -2.02198327710356 0.200939315514447 -0.315217384699145 0.691056462637593 0.142091447295174 -0.857209891051865 0.771009851754636 -0.480884064750766 -0.385058825335704 0.561657614746464 -0.073605901618693 2.2125430344298 1.02950290910713 0.0785742677392156 -0.791572954567109 2.95291164319558 -0.711831102443842 0.732984623153933 -0.763667594770889 0.288601731907218 -1.10122519333903 0.769872081838025 -0.225227981347306 -1.0749335750917 -1.36796095691597 -0.287764597150003 -0.496752291062448 -1.10767172169246 -0.0883339974324981 0.853103255240661 0.197967203592274 -0.192323057706597 1.48051861751219 0.0926407155429284 0.278996223477915 -0.42751257268914 1.2440392801873 0.156577277787967 0.702704953636036 -1.45612853523199 1.55325864252769 0.234692783081627 -0.383041904353622 1.64359219063354 0.815973240126596 0.16443430224001 -0.54028057699121 0.133034268635348 0.246090822369722 0.181538760620899 0.296762466538952 0.959835892623547 0.949014856568686 -0.340749263527569 1.08264192208008 -0.203822363926029 1.21294742198567 0.365144842956691 -0.662878816350274 -1.08146106051329 0.0572140437035403 2.00867886570792 0.347725523509518
F001_x_M002 -0.328981326372733 1.57669880129647 -0.746053742699521 0.526134608822262 -0.119720443554913 -1.47215130956404 -0.331895230558311 0.0588283987377158 0.506784378032099 -0.742810549509966 0.611549696408531 -0.684411856509111 0.0173953610533495 -0.662751249769449 0.968552810332578 1.3472387204659 -0.276051729329949 0.992986576824132 1.72421880647877 -0.559095826269586 2.22528492509532 1.79192461889198 -1.00873704847295 0.323158298726376 -0.586559089242796 -0.225950392291473 -0.391129173126666 1.29288469518794 1.28066481883565 -0.251630015267421 0.298133152616914 -0.900476453443175 0.340342075400578 0.929594435315883 1.07923815651287 -1.00040591381627 0.736323090577554 0.121154876713894 0.623426189224296 0.641004813842009 0.762061619531386 0.979994898208037 -1.15449472726392 0.0310824720226379 0.395911109379941 -0.19477036930405 1.32465854639299 0.751357337957494 -0.41748604056092 0.206154195351541 -0.738118835284256 0.364845338141063 1.99900181665387 -0.795697450224453 0.675759787606467 1.55432122657747 1.16541178811519 -1.55052078256002 1.32313990869406 -0.281179337974059 0.0440965802013447 0.635764999447023 2.37127166527316 -0.65961456138244 -1.35091785726292 0.0474666886073033 1.38404486105889 0.740934312761697 -0.309887991044665 1.19393725331741 -0.646888003897185 -0.910904117240602 -2.1292696972258 0.662843730438895 -0.392558945840333 1.28886181535854 -0.054134502813174 0.668474953824159 0.0507256652427985 -0.331234008855859 1.19839175823415 0.0984299460460426 2.501003961833 0.433282343039902 -0.104705132725185 -0.102000363337074 -0.439319346406376 -0.588696901856842 0.654478374599082 0.19687168018237 0.0609524527163454 0.11044909821701 0.0651957419503961 -0.658611054602204 -0.0491391548309331 -1.15763456719932 -1.83444699875666 1.25168348905579 0.452346185431918 0.40750933577265
F001_x_M003 0.431642624654614 1.77062362174368 -0.5661872530512 0.457726511164954 1.31160676706602 -1.04452609948013 0.745435709877718 1.22197547089298 0.865754277333018 0.35375501195973 0.207216999415635 1.30657200650021 -0.797802196884437 -0.023361506686995 0.690969430513983 1.1858732357959 -0.110000775583863 1.13071858461995 1.49489272603457 -0.927436649039131 2.17185799358076 1.895232941052 -1.11337508137553 1.92443237424065 0.00269498519004432 -0.760241705552332 0.73591207349389 0.679986373397177 1.90321332750046 0.437657216893159 0.246805527980208 -0.0130407381106452 0.303214137583426 0.554469724833252 -0.0566512581854159 0.251897889579554 0.465402671809029 -0.695913345619853 0.133802775959884 0.55349811195237 -0.309101434253349 -0.287653580723033 -0.132145940321816 0.97282250265349 0.184757443634207 -0.809674373381563 1.55129476339087 0.794898314412396 1.21392820564275 0.533860097410029 -1.04403935226135 1.08331304930399 1.2266150939533 -0.21470016716919 -0.139858081722435 0.911240379508627 0.936259245183904 -2.74021682049187 0.0133265005895222 -0.608602343097932 1.08539154049338 -0.821861179806084 0.73812427349375 -1.97235396149596 -0.80993381977244 1.33822578375359 1.64672095683555 0.575985054583589 -0.0402536960841014 0.980461514428501 0.547429027216161 -1.23158059457413 -0.966362243385107 -0.682610415898177 0.0700017542276135 0.746269986759666 -1.23963780198643 -0.480309396569376 -0.832339684344081 -1.05709149460672 1.96765268563529 0.497613904063021 0.250593150619657 0.035013203702222 0.941880213215482 0.78644654323208 0.114842000902153 -0.722183282507533 0.559634204505618 1.1483091796944 1.18726077952139 0.53979770163949 -0.186737080668672 -0.432633331525142 1.63217168946825 -1.16332816644114 -1.56992523555471 1.09442024242458 1.03835204969793 -0.245334576524525
F001_x_M004 -0.473819013425015 1.6960667824347 -1.47661909429579 0.754804855727062 -0.206568585065175 0.0263013414430102 2.13416413845221 0.966172620800998 -0.131954335864455 -2.30215163750975 -0.490576939070914 0.722127122634734 -0.03977922597161 -0.574792253092351 1.04087553833992 0.186375602187204 0.674649296290302 1.81413027034098 0.94899150009883 -0.31214753699424 2.11193773828595 1.34721961134804 -0.435019101476031 1.93781685027804 0.0633993338989035 0.917943602679828 -0.0680550169977435 0.178105677795862 0.326608078088316 0.0420676982621 -0.813205266267709 0.772125759984359 0.399667307396234 1.17631029077298 -0.251847693462591 -0.103523959808767 0.121434206664368 0.223726152705336 -0.0908463039794749 0.599437707439548 0.478053664930156 -0.518192017710554 -0.72581478719846 -0.30020800147365 -0.178382963985132 -0.248941030560687 0.602090519708753 -0.00930960505599038 0.758202879828077 2.59048321266661 -0.208507667412905 -0.083297680655077 1.94194616397581 0.79182684691686 0.951458735897223 0.124908750586166 1.70215780794891 -1.88359903348787 2.20049048355966 -0.833676773629478 0.48504762790655 -0.169497625529421 1.22241390287033 -0.687403156070955 -2.03597500424084 0.914158795865939 1.9038505910436 0.486854591492447 0.503754447937387 0.831080339509235 -0.0641632643695247 -1.81381510386303 -0.60317808662231 1.01944707250909 0.924558218420904 1.33134339498361 0.818084052523515 1.37615291930328 0.124810642691742 -1.53104323231143 2.50336111685277 0.25990394329761 0.716526495624284 -0.261330108607721 1.04852463166774 0.528256406633041 -0.886176381797775 -0.474338317106413 0.750776012834857 0.440418869386052 0.566466217858313 1.03178552598403 -0.244778835258137 -0.247535654337134 0.0253121564574811 0.167656899714956 -0.267137872403842 1.68356189352836 2.02574203292046 0.477922421791803
F001_x_M005 -0.145362672502909 1.68201615853377 -0.0162109933339967 0.0813304967579151 0.300212011565048 -0.164478038358673 -0.161256722574966 0.413604133966983 -0.25601765255584 0.102680267805083 0.88770499262924 0.683993218157064 0.109338483194718 -0.571984304422428 0.573871282217904 2.79415194990235 1.03192003319975 0.305000467726547 1.50493356073492 -0.722731980129805 0.712743773398748 1.63949949173632 -0.535723981727871 1.14992182297843 -1.14382450477959 -0.67052147041011 -0.401815165067425 -0.0286592685212152 1.16476884402622 0.522948296652005 -0.461899655886502 0.264219400955622 0.458638431940165 0.418272662017873 -0.415587218475332 -1.52858261827578 -0.153783139373359 -0.281977147660296 0.992744339590885 0.345513750309601 0.984425201569887 1.01221781408934 -0.866904146157974 0.76876185224657 -0.0256893058372164 -0.0497857553719364 1.04810066358593 1.8219598720065 0.138996490742179 0.0540655920257396 -0.683082250617967 -0.506644296050231 1.04633289568258 -0.706730621270656 0.133194088096901 1.79995932319926 1.0718369852159 -1.51237674741469 0.859482533588357 -0.340752072208531 1.35671855334272 -0.536407930074467 1.40922860676206 0.248468342199382 -0.0463019564548379 0.155969676638316 1.49149354133296 0.324005651801319 0.388718190912266 1.18335073355689 -0.265845961822202 0.345588338012829 0.220980819770241 -0.0303895167885593 -0.312164077876884 1.11258244370086 0.289522280315502 0.758624114861854 -0.847303398660774 -2.74379333978652 1.82930045593878 0.555446267158823 0.6268661198203 0.4504252947538 0.783171875238663 0.0135515916185585 -0.236927079541701 -0.571069333947327 0.48280594181496 1.5126158276622 0.330838000771477 0.500108191190333 0.0288330896741248 -0.323492569797969 0.309943401680082 -0.299321184088154 -1.14559750710627 1.37464158299611 0.0484541216148876 -0.117332395510478
F001_x_M006 -1.47521284629407 0.36482223707013 -0.51388236929088 0.211553958522024 -0.1418406744698 -0.138043897720563 1.03739404920567 -0.411924031809985 0.407574440286828 -1.52747916242801 1.28028531982878 0.634055966534173 -0.549871764779569 -0.0994713511122177 0.00845298659954852 1.06609567451596 -0.645680003929393 1.01883269195263 -0.270465915364181 -0.751173264577342 0.997308979303703 0.782141577566922 -1.06026982821127 0.221947387316509 -0.30688019101067 -0.156895824075162 0.619990052861238 0.177453447352388 0.826740011925345 -0.152359956768217 -0.591010975762224 0.418722390649652 -0.0340222366960172 1.03041997594556 -0.791239083374428 -0.902226284317414 0.360076348047828 0.0951090397070416 0.447961511021 -0.230671216987701 -0.0607950254787065 1.00083434043764 -0.42062473131702 1.75876080487572 -0.190448565150185 -0.805905515371241 2.21061900106737 -0.103976483157488 1.42936143239787 1.1219118504218 -0.0282263331691182 -0.311798896730595 0.924230115762595 1.08746379765234 -0.463602255353996 0.528230732504554 0.513704316612668 -1.41717323921101 0.947469443280622 -1.51503659611835 0.339151449550272 -0.455432594346149 0.610023014252269 0.680109470767223 -0.917034187277389 1.14735516052254 0.987350976546348 0.929255767692292 -0.0145927743611695 0.341636789501631 0.486575367957597 -1.82756301917645 -0.772982857832767 -1.46908270145101 0.591178604977001 1.28953470674915 -0.587410499714581 0.243185526025859 -0.454386340394155 0.788167430730105 2.01359914590999 -0.292007750646937 0.765288251517669 -0.852083044130217 0.507645565196669 0.0357512505344999 -0.218505858702328 -0.0418763339753716 0.993657650451295 0.389135822800601 0.0941062781353228 0.0811758085768535 -0.230477455937306 -0.528066266018177 -0.411973474356269 1.1036151511767 -0.408088310883708 1.10127771315489 1.2801574662076 0.426866719441406
F001_x_M007 -0.691671141339988 1.73091484942264 -0.506071159759785 0.754755931436137 0.0785347246070854 -0.327110695853444 1.04580183665263 0.991881296101011 0.0681981585865348 -0.137318855717949 0.351126495761556 -0.0282961887673125 0.601847294463977 -0.108245950411215 0.299105763663719 1.46168548100105 0.9046660612214 1.60909835986819 0.279151987601808 0.225034513189702 0.895604661352725 1.90523684199105 -1.56506712248198 0.277676238381751 -0.946428277939422 -0.0169808079873937 0.230776469542663 1.69976054471922 -0.17518571294019 0.966385246412342 -1.38253364810287 0.0940136327421132 -0.376876087694276 1.28182233663794 -0.865802564372811 -0.144076223631803 -0.0335687212346194 -1.08815810889166 -0.903712188193264 0.69770827646758 0.10243139561383 1.2395589457424 0.45662414201686 0.211197350872435 0.351507334642681 -0.571907308871217 0.403153710741488 0.2124332844982 0.667944566013267 1.46379793890679 -0.131475914241078 -0.355872876027963 1.98678933945922 0.468437030827339 -0.480679082546763 -0.0401132047863539 0.825321364753452 -1.28556562889117 1.95841228875623 -0.99350756012089 0.724676640117118 0.630044678534051 1.36749492868225 -0.834161900147424 -0.374257243242201 0.867272928745772 1.45848841298022 0.249915587914239 -1.01472841828053 0.831851768332679 0.00597779980895763 -1.86293289484113 0.71276123262478 0.60494346127037 0.162750161375093 1.34954248821334 1.47106277383742 2.11101660233532 -0.224466392185881 -0.712838351518043 2.20945722228755 0.428168293736548 0.846956320363549 -0.332815986002707 1.26395577252759 2.04727431194927 -1.04234296213669 -1.31070660584927 1.23907906105346 0.682541469402999 0.430775065964315 1.72524258739383 -0.0808516783044023 1.76789878666665 1.01219391337537 -0.354463460459879 -0.981894005058168 2.69432806325834 1.02802934760287 0.593794641193527
F001_x_M008 -0.636496961888321 1.95731611860354 -0.609214940643835 -0.466390500331385 1.0245170537436 -0.393642812447719 1.28981449094301 0.843758821230178 0.365783970270328 -1.25331620407808 1.32797843971825 0.830279059693472 0.413299069283089 -0.152436471308698 1.18356471532264 2.00620091921033 1.63942559271019 0.790314169437806 2.13629839913697 -0.395194236884073 0.799931742430153 2.50546961671886 -0.124930372158543 0.034386123730496 -1.52253392467096 0.421225204993756 0.0292990938678465 0.268973689928034 -0.599605546458947 0.457917119235377 -0.412814544725647 -0.377269250520604 0.398584607390289 0.739408772187395 -1.22070805248542 -0.11684689612172 0.713589389571636 -0.933283877998189 0.617726586659458 0.198516785552158 1.75633758386138 0.709382661636162 -1.21545663589175 -0.201509516165131 -0.135125249710283 -0.993192297423484 1.14366205435763 1.95349534415141 1.06842848916806 0.836982402716476 -0.437493272447057 0.725468376680668 2.29391148674974 0.11857754345283 -0.00491193126455397 0.759585955274685 1.67659272898844 -0.917648253227938 1.1440183270287 -1.06696904845076 1.29573148461895 1.95876634164094 1.38575494811373 -0.893178891382929 -0.924409050291493 0.619142991589689 2.05561117456631 0.560793527787744 0.270084513141514 0.507481686913226 -0.222703347756278 -0.588762779719557 -0.360979069491724 1.38709397808874 0.760431901603829 -0.220739027660116 0.614429601430713 1.43658732668719 -0.525983525572048 0.118413400980452 1.69017424826614 -0.239853009688715 0.159054327855492 -0.375876193591853 0.107172445786027 0.726083967477308 0.301267937242318 -0.482813309217041 0.211081245163013 0.30680654963041 0.0714119953733973 1.26248393990911 0.69682776936372 0.467366366004746 -0.0839582293249658 -0.70404967572532 -0.46552061727105 1.95637602555216 0.420077474797735 -0.0938527100267744
F001_x_M009 -1.00706346015487 1.68366680698317 -0.427355469525874 0.574457189625442 -0.35013522522074 -0.0196240871431089 -0.000199464857024156 0.722824464473091 0.286004067337559 -0.388722927611946 -0.635524226494025 1.17784678856543 0.973558066388373 -1.82891655465259 1.47070898837106 0.931024434583723 1.30998629560564 1.42624267931283 2.14445098134591 -0.182242510022117 1.20367528107618 1.93461570797926 -1.24213678836293 0.257517935225833 0.0349004121473552 0.0338893470145858 0.856181253995769 -0.126736452677235 -0.202307462065083 -0.468886064631144 -0.0477076177581985 0.11795604184506 0.346932089947714 0.503640449361307 -1.72728795416611 0.610005716890971 0.424377211553347 -1.2406563621155 2.04962544930712 0.348886521907016 -1.66979166182722 1.14469596135287 -0.0866973932901916 0.126857686670666 -0.337905248159715 -0.627219251008805 0.941276378509298 2.74924648020273 -0.231634928702904 0.46664889859474 0.217781250068382 -0.00267453145722392 2.47955080719491 0.856396950160029 0.602444998727836 1.64108255693197 1.43811217185459 -1.20551538213669 1.29919692481494 -0.138884053847231 0.459297105223743 -0.997540276846149 2.09826733327522 -0.736963045159219 -0.24256324972938 -0.156496592461876 1.35067841129401 0.820859180820542 0.522476192245462 0.258665508397037 0.00609914428007811 -0.682214615165412 0.199375058718026 0.298678464590278 -0.816739285114949 0.51510616110267 -0.430166201295594 1.67446513521916 -1.21773437476208 -1.83762612484781 2.89975481714298 -0.019520700854865 1.29373041787893 -0.059865722216172 0.285049938201942 1.13872757439432 0.337779180213074 -0.0546088675733133 1.53394050603822 1.42693406293061 -0.664666270681044 0.0806228190047259 0.135172463059919 -0.0364654886489102 0.785455129600253 0.236764007900419 1.06360208042328 1.43043913721109 1.71608749709935 -0.479940868872209
F001_x_M010 -0.81889338706433 1.20107381260595 -0.974886019518724 0.899815496970878 -0.311563710149362 -1.5158159905244 0.35026056279622 -0.213187628683598 -0.16737827271106 -0.64086571440573 -0.187086159611338 0.434789793624385 0.250558257385273 -0.800669321887389 0.047621681551988 2.16364587347147 0.881233588474053 0.132197329890997 1.07765538530531 -0.849712513611829 0.74424043778402 2.42856323558538 -0.766592625419912 -0.484765236537305 0.292553540594292 0.16703220069307 1.24951981880772 -0.185318108364982 -1.09914518474477 -0.0150816282232433 -0.292447686944142 -0.0241228982321965 -0.80026788798588 -0.668101459405376 0.595436058790695 0.323114924579558 -0.795672209330926 -0.534836146802635 0.0333171738620138 0.904543603389144 1.83724351212108 0.735375613863743 -0.0643088650281333 -0.0249723883290906 -0.733512623391937 0.50482371508411 0.875908207214294 0.348223292983934 -0.383346813710747 -0.778948658273639 0.782405208476485 0.251281641848 1.09224794820257 -0.174199546930908 0.997823749790811 -0.474494400843485 0.815670833190187 -1.68096127979028 1.44807628970127 -0.994286029233493 -0.10692431146438 -0.265775745743109 0.483444445089975 0.477274459914464 -1.53995563054792 -1.17050717496806 2.27151083937873 0.523136007001614 -1.34639516180029 1.31698535728864 0.684706918281271 -1.19898611065517 0.570198201123626 1.34426549104413 1.09411638644001 1.24492964642553 1.28405599774652 0.637586969997966 -0.149118691035704 -0.0723377099701776 1.51816926860166 1.49751315067385 0.715420733520252 0.688530097591664 0.584795925693185 0.0396901327297036 -0.418119847383988 0.34140731857228 0.928224572292564 0.982596906754344 -0.210200408132482 0.355366700275748 0.595893134034517 0.958778296466985 0.840270478722209 -0.00493724534206441 -1.02722227949607 1.31044936222292 0.880129541798259 1.76591074491841
